price,form,interface,speed,gig,sgig,brand,supplier,comment
89,"2.5""",SATA,SATA,1000,0.089,Crucial,scorptec,"crucial 1tb ssd_ bx500_ 2.5 inch sata iii_ read up to 540mb/s_ write up to 500mb/s_ 1.5m hours mttf_ 360tbw"
145,"2.5""",SATA,"RPM: 98000",1000,0.145,Samsung,scorptec,"samsung 1tb ssd_ 870 evo_ 7mm 2.5 inch sata iii_ read up to 560mb/s_ write up to 530mb/s_ 98k/88k iops_ 1.5m mtbf_ 600tbw"
119,M.2,NVME,"RPM: 500000",1000,0.119,Samsung,scorptec,"samsung 1tb ssd_ 980_ nvme 1.4 pcie 3.0 m.2 2280_ read up to 3_500 mb/s_ write up to 3_000 mb/s_ r/w 500k/480k iops_ 600tbw_ v-nand 3bit mlc"
439,M.2,NVME,?,4000,0.110,Kingston,scorptec,"kingston 4tb ssd_ kc3000_ m.2 2280 nvme pcie gen4_ read up to 7_000mb/s_ write up to 7_000mb/s_ iops r/w up to 1000/1000k_ 1.8m hours mtbf_ 3.2pbw_ low profile graphene aluminum heat spreader (ps5 compatible)"
29,"2.5""",SATA,SATA,240,0.121,Crucial,scorptec,"crucial 240gb ssd_ bx500_ 2.5 inch sata iii_ read up to 540mb/s_ write up to 500mb/s_ 1.5m hours mttf_ 80tbw"
549,M.2,NVME,?,4000,0.137,Samsung,scorptec,"samsung 4tb ssd_ 990 pro_ m.2 2280 nvme pcie 4.0_ read up to 7_450mb/s_ write up to 6_900mb/s_ random read/write 1_600k/1_550k iops_ 1.5m hours mtbf_ 2_400tbw"
49,"2.5""",SATA,SATA,500,0.098,Crucial,scorptec,"crucial 500gb ssd_ bx500_ 2.5 inch sata iii_ read up to 550mb/s_ write up to 500mb/s_ 1.5m hours mttf_ 120tbw"
355,M.2,NVME,?,4000,0.089,Crucial,scorptec,"crucial 4tb ssd_ p3 plus_ m.2 2280 nvme pcie 4.0_ read up to 4_800mb/s_ write up to 4_100mb/s_ 2m hours mtbf_ 800tbw"
259,M.2,NVME,"PCIe4 x4",2000,0.130,Samsung,scorptec,"samsung 2tb ssd_ 990 evo plus_ m.2 2280 nvme 2.0 pcie 4.0 x4 and 5.0 x2_ read up to 7_250mb/s_ write up to 6_300mb/s_ read/write iops 1_000_000/1_350_000_ 1.5m hours mtbf_ 1200 tbw_ nickel-coated controller_ v-nand tlc"
56,M.2,NVME,?,500,0.112,Crucial,scorptec,"crucial 500gb ssd_ p3_ m.2 2280 nvme pcie 3.0_ read up to 3_500mb/s_ write up to 1_900mb/s_ 110tbw"
359,M.2,NVME,?,4000,0.090,Kingston,scorptec,"kingston 4tb ssd_ nv3 m.2 nvme pcie 4.0_ read up to 6000mb/s_ write up to 5000mb/s_ 3d nand_ 2m hours mtbf_ 1280tb tbw"
189,"2.5""",SATA,SATA,2000,0.095,Crucial,scorptec,"crucial 2tb ssd_ bx500_ 2.5 inch sata iii_ read up to 540mb/s_ write up to 500mb/s_ 1.5m hours mttf_ 720tbw"
129,M.2,NVME,"PCIe4 x4",1000,0.129,Samsung,scorptec,"samsung 1tb ssd_ 990 evo plus_ m.2 2280 nvme 2.0 pcie 4.0 x4 and 5.0 x2_ read up to 7_150mb/s_ write up to 6_300mb/s_ read/write iops 850_000/1_350_000_ 1.5m hours mtbf_ 600 tbw_ nickel-coated controller_ v-nand tlc"
39,?,SATA,SATA,480,0.081,SanDisk,scorptec,"sandisk 480gb ssd_ ssd plus_ sata iii_ read up to 535mb/s_ write up to 445mb/s"
89,M.2,NVME,?,1000,0.089,Crucial,scorptec,"crucial 1tb ssd_ p3_ m.2 2280 nvme pcie 3.0_ read up to 3_500mb/s_ write up to 3_000mb/s_ 220tbw"
79,M.2,NVME,"RPM: 400000",500,0.158,Samsung,scorptec,"samsung 500gb ssd_ 980_ nvme 1.4 pcie 3.0 m.2 2280_ read up to 3_100 mb/s_ write up to 2_600 mb/s_ r/w 400k/470k iops_ 300tbw_ v-nand 3bit mlc"
199,M.2,NVME,?,1000,0.199,Samsung,scorptec,"samsung 1tb ssd_ 990 pro_ m.2 2280 nvme pcie 4.0_ read up to 7_450mb/s_ write up to 6_900mb/s_ random read/write 1_200k/1_550k iops_ 1.5m hours mtbf_ 600tbw"
139,M.2,NVME,?,1000,0.139,Kingston,scorptec,"kingston 1tb ssd_ kc3000_ m.2 2280 nvme pcie gen4_ read up to 7_000mb/s_ write up to 6_000mb/s_ iops r/w up to 900/1000k_ 1.8m hours mtbf_ 800tbw_ low profile graphene aluminum heat spreader (ps5 compatible)"
269,M.2,NVME,?,2000,0.135,Samsung,scorptec,"samsung 2tb ssd_ 980 pro_ m.2 2280 nvme pcle gen4_ read up to 7_000mb/s_ write up to 5_100mb/s_ iops r/w up to 1000/1000k_ 1.5m hours mtbf_ 1200tbw"
89,M.2,NVME,?,1000,0.089,Kingston,scorptec,"kingston 1tb ssd_ nv3_ m.2 nvme pcie 4.0_ read up to 6_000mb/s_ write up to 4_000mb/s_ 3d nand_ 2m hours mtbf_ 320tb tbw"
208,M.2,NVME,?,2000,0.104,Crucial,scorptec,"crucial 2tb t500 m.2 2280 nvme pcie 4.0 ssd_ read up to 7_400mb/s_ write up to 7_000mb/s_ 1.5m hours mtbf_ 1200tbw"
425,"2.5""",SATA,"RPM: 98000",4000,0.106,Samsung,scorptec,"samsung 4tb ssd_ 870 evo_ 2.5 inch sata iii_ read up to 560mb/s_ write up to 530mb/s_ 98k/88k iops_ 2_400tbw"
139,M.2,NVME,?,1000,0.139,Samsung,scorptec,"samsung 1tb ssd_ 970 evo plus_ m.2 2280 nvme pcie gen3_ read up to 3_500mb/s_ write up to 3_300mb/s_ iops r/w up to 600/550k_ 1.5m hours mtbf_ 600tbw"
499,M.2,NVME,"PCIe4 x4",4000,0.125,Samsung,scorptec,"samsung 4tb ssd_ 990 evo plus_ m.2 2280 nvme 2.0 pcie 4.0 x4 and 5.0 x2_ read up to 7_250mb/s_ write up to 6_300mb/s_ read/write iops 1_050_000/1_400_000_ 1.5m hours mtbf_ 2400 tbw_ nickel-coated controller_ v-nand tlc"
89,"2.5""",SATA,"RPM: 98000",500,0.178,Samsung,scorptec,"samsung 500gb ssd_ 870 evo_ 2.5 inch sata iii_ 7mm_ read up to 560mb/s_ write up to 530mb/s_ 98k/88k iops_ 1.5m mtbf_ 300tbw"
129,M.2,NVME,?,1000,0.129,Crucial,scorptec,"crucial 1tb t500 m.2 2280 nvme pcie 4.0 ssd_ read up to 7_300mb/s_ write up to 6_800mb/s_ 1.5m hours mtbf_ 600tbw"
98,M.2,NVME,"RPM: 730000",1000,0.098,WD,scorptec,"western digital wd 1tb ssd_ wd blue sn5000_ m.2 2280 nvme pcie 4.0_ read up to 5150mb/s_ write up to 4900mb/s_ random r/w 730k/770k iops_ 3d nand tlc_ 1.75m hours mttf_ 600 tbw"
269,"2.5""",SATA,"RPM: 98000",2000,0.135,Samsung,scorptec,"samsung 2tb ssd_ 870 evo_ 2.5 inch sata iii_ 7mm_ read up to 560mb/s_ write up to 530mb/s_ 98k/88k iops_ 1.5m mtbf_ 1200tbw"
75,M.2,NVME,?,1000,0.075,Adata,scorptec,"adata 1tb ssd_ legend 800 gold_ m.2 2280 nvme pcie 4.0_ read up to 3_500mb/s_ write up to 2_800 mb/s_ 1.5m hours mtbf_ 3d nand_ 1_200 tbw"
549,M.2,NVME,?,4000,0.137,Samsung,scorptec,"samsung 4tb ssd_ 990 pro_ m.2 2280 nvme pcie 4.0_ read up to 7_450mb/s_ write up to 6_900mb/s_ random read/write 1_600k/1_550k iops_ 1.5m hours mtbf_ 2_400tbw_ with heatsink"
179,M.2,NVME,?,2000,0.089,Crucial,scorptec,"crucial 2tb ssd_ p3_ m.2 2280 nvme pcie 3.0_ read up to 3_500mb/s_ write up to 3_000mb/s_ 440tbw"
155,M.2,NVME,"RPM: 800000",1000,0.155,WD,scorptec,"western digital wd 1tb ssd_ wd black sn850x_ m.2 2280 nvme pcie 4.0_ read up to 7_300mb/s_ write up to 6_300mb/s_ random r/w up to 800k/1_100k iops_ 1.75mh mtbf_ 600tbw_ no heatsink"
125,"2.5""",SATA,"RPM: 95000",1000,0.125,Crucial,scorptec,"crucial 1tb ssd_ mx500_ 2.5 sata iii_ read up to 560mb/s_ write up to 510mb/s_ random r/w up to 95k/90k iops_ 1.8m hours mtbf_ 360tbw"
89,M.2,NVME,?,1000,0.089,Team,scorptec,"team 1tb ssd_ mp44q_ m.2 2280 nvme pcie 4.0_ read up to 7_400mb/s_ write up to 6_200mb/s_ 1.6m hours mtbf_ 512tbw_ 3d qlc nand_ graphene heat dissipation label"
399,M.2,NVME,?,4000,0.100,Team,scorptec,"team 4tb ssd_ mp44q_ m.2 2280 nvme pcie 4.0_ read up to 7_400mb/s_ write up to 6_500mb/s_ 1.6m hours mtbf_ 2048tbw_ 3d qlc nand_ graphene heat dissipation label"
259,M.2,NVME,"RPM: 700000",2000,0.130,Samsung,scorptec,"samsung 2tb ssd_ 990 evo_ m.2 2280 nvme 2.0 pcie 4.0 x4 and 5.0 x2_ read up to 5_000mb/s_ write up to 4_200mb/s_ random read/write 700k/800k iops_ 1.5m hours mtbf_ 600tbw_ pcie 5.0 x2 compatible"
169,M.2,NVME,?,2000,0.085,WD,scorptec,"western digital wd 2tb ssd_ wd green sn3000_ m.2 2280 nvme pcie 4.0_ read up to 5000mb/s_ write up to 4200mb/s_ 3d nand qlc_ 1.75m hours mttf_ 150tbw"
419,"2.5""",SATA,SATA,4000,0.105,Samsung,scorptec,"samsung 4tb ssd_ 870 qvo_ 2.5 inch sata iii_ read up to 560mb/s_ write up to 530mb/s_ iops r/w up to 98/88k_ 1440tbw_ 4bit mlc_ 4gb cache"
329,M.2,NVME,?,2000,0.165,Samsung,scorptec,"samsung 2tb ssd_ 990 pro with heatsink_ m.2 2280 nvme pcie 4.0_ read up to 7_450mb/s_ write up to 6_900mb/s_ random read/write 1_400k/1_550k iops_ 1.5m hours mtbf_ 1_200tbw"
929,"2.5""",SATA,SATA,8000,0.116,Samsung,scorptec,"samsung 8tb ssd_ 870 qvo_ 2.5 inch sata iii_ read up to 560mb/s_ write up to 530mb/s_ iops r/w up to 98/88k_ 2880tbw_ 4bit mlc_ 8gb cache"
139,M.2,NVME,"RPM: 700000",1000,0.139,Samsung,scorptec,"samsung 1tb ssd_ 990 evo_ m.2 2280 nvme 2.0 pcie 4.0 x4 and 5.0 x2_ read up to 5_000mb/s_ write up to 4_200mb/s_ random read/write 700k/800k iops_ 1.5m hours mtbf_ 600tbw_ pcie 5.0 x2 compatible"
449,M.2,NVME,?,4000,0.112,Kingston,scorptec,"kingston 4tb ssd_ fury renegade_ m.2 2280 nvme pcie 4.0_ read up to 7_300mb/s_ write up to 7_000mb/s_ random r/w up to 1_000k/1_000k iops_ 1.8m hours mtbf_ 4.0pbw_ graphene heat spreader"
229,M.2,NVME,"RPM: 650000",2000,0.115,WD,scorptec,"western digital wd 2tb ssd_ wd blue sn5000_ m.2 2280 nvme pcie 4.0_ read up to 5150mb/s_ write up to 4850mb/s_ random r/w 650k/770k iops_ 3d nand tlc_ 1.75m hours mttf_ 900 tbw"
389,"2.5""",SATA,SATA,4000,0.097,Crucial,scorptec,"crucial 4tb ssd_ bx500_ 2.5inch sata iii_ read up to 540mb/s_ write up to 500mb/s_ 1.5m hours mttf_ 1000tbw"
66,M.2,NVME,?,500,0.132,Kingston,scorptec,"kingston 500gb ssd_ nv2_ m.2 2280 nvme pcie 4.0_ read up to 3_500mb/s_ write up to 2_100mb/s_ 1.5m hours mtbf_ 160tbw"
95,"2.5""",SATA,SATA,1000,0.095,SanDisk,scorptec,"sandisk 1tb ssd_ ssd plus_ 2.5inch sata iii_ read up to 535mb/s_ write up to 350mb/s_ shock resistant"
249,M.2,NVME,?,2000,0.124,Crucial,scorptec,"crucial 2tb t500 m.2 2280 nvme pcie 4.0 ssd with heatsink_ read up to 7_400mb/s_ write up to 7_000mb/s_ 1.5m hours mtbf_ 1200tbw"
119,M.2,NVME,?,1000,0.119,Corsair,scorptec,"corsair 1tb ssd_ mp600 elite_ m.2 2280 nvme pcie gen4_ read up to 7_000mb/s_ write up to 6_500mb/s_ up to 600tb written_ high-density 3d tlc nand"
409,M.2,NVME,"RPM: 690000",4000,0.102,WD,scorptec,"western digital wd 4tb ssd_ wd blue sn5000_ m.2 2280 nvme pcie 4.0_ read up to 5500mb/s_ write up to 5000mb/s_ random r/w 690k/900k iops_ 3d nand qlc_ 1.75m hours mttf_ 1200 tbw"
265,M.2,NVME,?,2000,0.133,Kingston,scorptec,"kingston 2tb ssd_ fury renegade with heatsink_ m.2 2280 nvme pcie 4.0_ read up to 7_300mb/s_ write up to 6_000mb/s_ random r/w up to 1_000_000/1_000_000 iops_ 1.8m hours mtbf_ 2.0 pbw"
199,M.2,NVME,?,2000,0.100,Corsair,scorptec,"corsair 2tb ssd_ mp600 elite_ m.2 2280 nvme pcie gen4_ read up to 7_000mb/s_ write up to 6_500mb/s_ up to 1_200tb written_ high-density 3d tlc nand"
60,M.2,NVME,?,500,0.120,WD,scorptec,"western digital wd 500gb ssd_ wd green sn3000_ m.2 2280 nvme pcie 4.0_ read up to 5000mb/s_ write up to 4100mb/s_ 3d nand qlc_ 1.75m hours mttf_ 150tbw"
98,M.2,NVME,?,500,0.196,Crucial,scorptec,"crucial 500gb t500 m.2 2280 nvme pcie 4.0 ssd_ read up to 7_200mb/s_ write up to 5_700mb/s_ 1.5m hours mtbf_ 300tbw"
439,M.2,NVME,?,4000,0.110,Crucial,scorptec,"crucial 4tb ssd t500 m.2 2280 nvme pcie 4.0_ read up to 7_000mb/s_ write up to 6_900mb/s_ 1.8m hours mtbf_ 2400tbw"
99,M.2,NVME,?,1000,0.099,Crucial,scorptec,"crucial 1tb ssd_ p310_ m.2 2280 nvme pcie 4.0_ read up to 7100mb/s_ write up to 6000mb/s_ 220tbw_ gen3 backward compatible_ non-heatsink"
299,M.2,NVME,?,2000,0.149,WD,scorptec,"western digital wd 2tb ssd_ wd black sn850x_ m.2 2280 nvme pcie 4.0_ read up to 7_300mb/s_ write up to 6_600mb/s_ random r/w up to 1_200k/1_100k iops_ 1.75mh mtbf_ 1_200tbw_ no heatsink"
79,M.2,NVME,"RPM: 240000",250,0.316,WD,scorptec,"western digital wd 250gb ssd_ wd blue sn580_ pcie gen 4.0 nvme m.2 2280_ read up to 4_000mb/s_ write up to 2_000mb/s_ random r/w up to 240k/470k iops_ 150tbw"
75,"2.5""",SATA?,?,960,0.078,Kingston,scorptec,"kingston 960gb ssd_ ssdnow a400_ 2.5"" sataiii_ read up to 500mb/s_ write up to 450mb/s_ 1m hours mtbf_ 300tb tbw"
96,M.2,NVME,"RPM: 525000",1000,0.096,Team,scorptec,"team 1tb ssd_ mp44l_ m.2 2280 nvme pcie gen4_ read up to 5_000mb/s_ write up to 4_500mb/s_ random read/write 525k/550k iops_ 1.5m hours mtbf_ 600tbw"
149,M.2,NVME,?,1000,0.149,Kingston,scorptec,"kingston 1tb ssd_ fury renegade_ m.2 2280 nvme pcie 4.0_ read up to 7_300mb/s_ write up to 6_000mb/s_ iops r/w up to 900/1000k_ 1.8m hours mtbf_ 1.0pbw_ graphene heat spreader"
205,M.2,NVME,?,1000,0.205,Samsung,scorptec,"samsung 1tb ssd_ 990 pro with heatsink_ m.2 2280 nvme pcie 4.0_ read up to 7_450mb/s_ write up to 6_900mb/s_ random read/write 1_200k/1_550k iops_ 1.5m hours mtbf_ 600tbw"
459,M.2,NVME,?,2000,0.230,Samsung,scorptec,"samsung 2tb ssd_ 9100 pro_ 2280 m.2 nvme 2.0 pcie 5.0_ read up to 14_700mb/s_ write up to 13_400 mb/s_ random read and write 1_850/2_600 kiops_ 1_200tb tbw_ 1.5m hours mtbf_ v-nanc tlc_ compatible with pc and ps5"
349,M.2,NVME,?,4000,0.087,Crucial,scorptec,"crucial 4tb ssd_ p3_ m.2 2280 nvme pcie 3.0_ read up to 3_500mb/s_ write up to 3_000mb/s_ 800tbw"
95,M.2,NVME,?,512,0.186,Kingston,scorptec,"kingston 512gb ssd_ kc3000_ m.2 2280 nvme pcie gen4_ read up to 7_000mb/s_ write up to 3_900mb/s_ iops r/w up to 450/900k_ 1.8m hours mtbf_ 400tbw_ low profile graphene aluminum heat spreader (ps5 compatible)"
79,M.2,NVME,"RPM: 500000",1000,0.079,Team,scorptec,"team 1tb ssd_ cardea z44l_ m.2 pcie gen4 nvme_ read up to 3_500mb/s_ write up to 2_700mb/s_ random read/write 500k/550k iops_ 3m hours mtbf_ 600tbw_ graphene heat spreader"
472,M.2,NVME,?,2000,0.236,Crucial,scorptec,"crucial 2tb ssd_ t705_ m.2 2280 nvme pcie 5.0_ non-heatsink_ read up to 14_500mb/s_ write up to 12_700mb/s_ 1200tbw_ compatible with intel core 13th-14th gen/amd ryzen 7000 series"
65,M.2,NVME,?,500,0.130,Kingston,scorptec,"kingston 500gb ssd_ nv3_ m.2 nvme pcie 4.0_ read up to 5_000mb/s_ write up to 3_000mb/s_ 3d nand_ 2m hours mtbf_ 160tb tbw"
839,M.2,NVME,?,4000,0.210,Crucial,scorptec,"crucial 4tb ssd_ t705_ m.2 2280 nvme pcie 5.0_ non-heatsink_ read up to 14_100mb/s_ write up to 12_600mb/s_ 2400tbw_ compatible with intel core 13th-14th gen/amd ryzen 7000 series"
84,M.2,SATA,"RPM: 90000",500,0.168,WD,scorptec,"western digital wd 500gb ssd_ wd blue sa510_ m.2 2280 sata_ read up to 560mb/s_ write up to 510mb/s_ random r/w up to 90k/82k iops_ 1.75m hours mttf_ 200tbw"
1399,M.2,NVME,"RPM: 750000",8000,0.175,?,scorptec,"xpg 8tb ssd_ gammix s70 blade_ m.2 2280 nvme pcie gen4_ read up to 7_400mb/s_ write up to 6_800mb/s_ 4k random read/write up to 750k/750k iops_ 2m hours mtbf_ 5920tbw"
839,M.2,NVME,?,4000,0.210,Samsung,scorptec,"samsung 4tb ssd_ 9100 pro_ 2280 m.2 nvme 2.0 pcie 5.0_ read up to 14_800mb/s_ write up to 13_400 mb/s_ random read and write 2_200/2_600 kiops_ 2_400tb tbw_ 1.5m hours mtbf_ v-nanc tlc_ compatible with pc and ps5"
188,M.2,NVME,?,2000,0.094,Team,scorptec,"team 2tb ssd_ mp44q_ m.2 2280 nvme pcie 4.0_ read up to 7_400mb/s_ write up to 6_500mb/s_ 1.6m hours mtbf_ 1024tbw_ 3d qlc nand_ graphene heat dissipation label"
235,M.2,NVME,?,1000,0.235,Crucial,scorptec,"crucial 1tb ssd_ t700_ m.2 2280 nvme pcie 5.0_ read up to 11_700mb/s_ write up to 9_500mb/s_ 1.5m hours mtbf_ 600tbw_ non-heatsink model"
429,M.2,NVME,?,2000,0.214,Crucial,scorptec,"crucial 2tb ssd_ t700_ m.2 2280 nvme pcie 5.0_ read up to 12_400mb/s_ write up to 11_800mb/s_ 1.5m hours mtbf_ 1200tbw_ non-heatsink model"
99,M.2,NVME,"RPM: 600000",1000,0.099,WD,scorptec,"western digital wd 1tb ssd_ wd blue sn580_ pcie gen 4.0 nvme m.2 2280_ read up to 4_150mb/s_ write up to 4_150mb/s_ random r/w up to 600k/750k iops_ 600tbw"
299,M.2,NVME,?,2000,0.149,Crucial,scorptec,"crucial 2tb ssd_ p310_ m.2 2230 nvme pcie 4.0_ read up to 7_100mb/s_ write up to 6_000 mb/s_ 1m iops_ 440 tbw_ compatible with surface pro/steam deck/rog ally/msi claw"
199,"2.5""",SATA,SATA,2000,0.100,Transcend,scorptec,"transcend 2tb ssd_ ssd225s_ 2.5inch sata iii_ read up to 550mb/s_ write up to 460 mb/s_ random read/write up to 55_000/80_000 iops_ 2m hours mtbf_ 720 tbw_ 3d nand flash"
279,M.2,NVME,?,1000,0.279,Crucial,scorptec,"crucial 1tb ssd_ t705_ m.2 2280 nvme pcie 5.0_ non-heatsink_ read up to 13_600mb/s_ write up to 10_200mb/s_ 600tbw_ compatible with intel core 13th-14th gen/amd ryzen 7000 series"
219,M.2,NVME,?,2000,0.110,Crucial,scorptec,"crucial 2tb ssd_ p310_ m.2 2280 nvme pcie 4.0_ read up to 7100mb/s_ write up to 6000mb/s_ 440tbw_ gen3 backward compatible_ non-heatsink"
219,M.2,NVME,?,2000,0.110,Seagate,scorptec,"seagate 2tb ssd_ firecuda 530r_ m.2 2280 nvme 1.4 pcie gen4_ read up to 7_400mb/s_ write up to 6_900mb/s_ random r/w up to 1_300_000/1_300_000 iops_ 1.8m hours mtbf_ 2400tbw"
1239,M.2,NVME,?,8000,0.155,Lexar,scorptec,"lexar 8tb ssd_ nm790_ m.2 2280 nvme pcie 4.0_ read up to 7000mb/s_ write up to 6200mb/s_ random read/write 850_000/900_000 iops_ 1.5m hours mtbf_ 6000 tbw_ compatible with ps5"
179,M.2,NVME,"RPM: 680000",2000,0.089,?,scorptec,"msi 2tb ssd_ spatium m461_ pcie 4.0 nvme m.2_ read up to 5_000mb/s_ write up to 4_200mb/s_ iops r/w up to 680k/880k_ 1.5m hours mtbf_ 450tbw_ ldpc ecc"
85,M.2,NVME,"RPM: 450000",500,0.170,WD,scorptec,"western digital wd 500gb ssd_ wd blue sn580_ pcie gen 4.0 nvme m.2 2280_ read up to 4_000mb/s_ write up to 3_600mb/s_ random r/w up to 450k/750k iops_ 300tbw"
44,"2.5""",SATA,SATA,240,0.183,Kingston,scorptec,"kingston 240gb ssd_ ssdnow a400_ 7mm 2.5"" sata iii_ read up to 500mb/s_ write up to 350mb/s_ 1m hours mtbf_ 80tbw"
159,M.2,NVME,?,1000,0.159,Crucial,scorptec,"crucial 1tb ssd_ p310_ m.2 2230 nvme pcie 4.0_ read up to 7_100mb/s_ write up to 6_000 mb/s_ 1m iops_ 220 tbw_ compatible with surface pro/steam deck/rog ally/msi claw"
159,M.2,NVME,"RPM: 740000",1000,0.159,WD,scorptec,"western digital wd 1tb ssd_ wd black sn770_ m.2 2280 nvme pcie gen4_ read up to 5_150mb/s_ write up to 4_900mb/s_ random 4k r/w up to 740k/800k iops_ 1.75m hours mtbf_ 600tbw"
53,M.2,SATA,SATA,240,0.221,WD,scorptec,"western digital wd 240gb ssd_ green_ m.2 2280 sata_ read up to 545mb/s_ 1m hours mttf"
75,"2.5""",SATA,"RPM: 98000",250,0.300,Samsung,scorptec,"samsung 250gb ssd_ 870 evo_ 2.5 inch sata iii_ 7mm_ read up to 560mb/s_ write up to 530mb/s_ 98k/88k iops_ 1.5m mtbf_ 150tbw"
769,M.2,NVME,?,4000,0.192,Crucial,scorptec,"crucial 4tb ssd_ t700_ m.2 2280 nvme pcie 5.0_ read up to 12_400mb/s_ write up to 11_800mb/s_ 1.5m hours mttf_ 2400tbw_ non-heatsink model"
849,M.2,NVME,PCIe5,4000,0.212,Crucial,scorptec,"crucial 4tb ssd_ t705_ m.2 2280 nvme pcie 5.0 with heatsink_ read up to 14_100mb/s_ write up to 12_600mb/s_ 2400tbw_ compatible with intel core 13th-14th gen/amd ryzen 7000 series"
99,M.2,NVME,"RPM: 460000",500,0.198,WD,scorptec,"western digital wd 500gb ssd_ wd black sn770_ m.2 2280 nvme pcie gen4_ read up to 5_000mb/s_ write up to 4_000mb/s_ random 4k r/w up to 460k/800k iops_ 1.75m hours mtbf_ 300tbw"
469,M.2,NVME,PCIe5,2000,0.234,Crucial,scorptec,"crucial 2tb ssd_ t705_ m.2 2280 nvme pcie 5.0 with black heatsink_ read up to 14_500mb/s_ write up to 12_700mb/s_ 1200tbw_ compatible with intel core 13th-14th gen/amd ryzen 7000 series"
69,"2.5""",SATA,"RPM: 95000",500,0.138,SanDisk,scorptec,"sandisk 500gb ssd_ ultra 3d_ 2.5inch sata iii_ read up to 560mb/s_ write up to 510mb/s_ random r/w up to 95k/84k iops_ 200tbw_ shock resistant"
199,M.2,NVME,"RPM: 525000",2000,0.100,Team,scorptec,"team 2tb ssd_ mp44l_ m.2 2280 nvme pcie gen4_ read up to 4_800mb/s_ write up to 4_400mb/s_ random read/write 525k/550k iops_ 1.5m hours mtbf_ 1_200tbw"
285,M.2,NVME,"RPM: 650000",2000,0.142,Micron,scorptec,"micron 2tb ssd_ 2400_ m.2 2230 nvme pcie gen4_ read up to 4_500mb/s_ write up to 4_000mb/s_ random read/write 650k/700k iops_ 2m mttf_ 600tbw"
60,"2.5""",SATA?,?,480,0.125,Kingston,scorptec,"kingston 480gb ssd_ ssdnow a400_ 2.5"" sataiii_ read up to 500mb/s_ write up to 450mb/s_ 1m hours mtbf_ 160tb tbw"
129,M.2,NVME,"RPM: 800000",1000,0.129,Seagate,scorptec,"seagate 1tb ssd_ firecuda 530_ m.2 2280 nvme 1.4 pcie gen4_ read up to 7_300mb/s_ write up to 6_000mb/s_ random r/w up to 800k/1_000k iops_ 1.8m hours mtbf_ 1275tbw"
